run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic.d2dModeSelection,typename,,,"""simu5g.stack.d2dModeSelection.D2DModeSelectionBase""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic.d2dModeSelection,modeSelectionPeriod,,,1s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic.d2dModeSelection,modeSelectionPeriod,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,typename,,,"""simu5g.stack.NRNicEnb""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,displayStringTextFormat,,,"""%a (%i)\n%m""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,recordPcap,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,numPcapRecorders,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,isWireless,,,true,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,routingTableModule,,,"""^.ipv4.routingTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,LtePdcpRrcType,,,"""NRPdcpRrcEnb""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,LteMacType,,,"""NRMacGnb""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,PacketFlowManagerType,,,"""NRPacketFlowManagerGnb""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,hasRNISupport,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,LtePhyType,,,"""LtePhyEnbD2D""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,nodeType,,,"""GNODEB""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,processingDelayIn,,,0s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,processingDelayIn,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,processingDelayOut,,,0s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,processingDelayOut,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,LteChannelModelType,,,"""NRChannelModel_3GPP38_901""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,d2dCapable,,,true,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,dualConnectivityEnabled,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,numCarriers,,,1,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,address,,,"""0A-AA-00-00-00-03""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,address,mutable,,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,compEnabled,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,LteCompManagerType,,,"""LteCompManagerProportional""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.cellularNic,d2dModeSelectionType,,,"""D2DModeSelectionBase""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.phys$i.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp.phys$o.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp.upperLayerOut.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.upperLayerIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.queue,typename,,,"""inet.queueing.queue.DropTailQueue""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.queue,displayStringTextFormat,,,"""contains %p pk (%l) pushed %u\npulled %o removed %r dropped %d""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.queue,packetCapacity,,,10000,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.queue,dataCapacity,,,-1b,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.queue,dataCapacity,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.queue,dropperClass,,,"""inet::queueing::PacketAtCollectionEndDropper""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.queue,comparatorClass,,,"""""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.queue,bufferModule,,,"""""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,typename,,,"""inet.linklayer.ppp.Ppp""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,displayStringTextFormat,,,"""rate: %b\nsent: %s, rcvd: %r\nqueue: %q, drop: %d""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,sendRawBytes,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,mtu,,,4470B,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,mtu,unit,B,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,stopOperationExtraTime,,,-1s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,stopOperationExtraTime,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,stopOperationTimeout,,,2s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,stopOperationTimeout,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,typename,,,"""inet.linklayer.ppp.PppInterface""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,displayStringTextFormat,,,"""%a (%i)\n%m""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,recordPcap,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,numPcapRecorders,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].phys$i.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp.phys$o.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp.upperLayerOut.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].upperLayerIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,typename,,,"""inet.queueing.queue.DropTailQueue""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,displayStringTextFormat,,,"""contains %p pk (%l) pushed %u\npulled %o removed %r dropped %d""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,packetCapacity,,,10000,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,dataCapacity,,,-1b,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,dataCapacity,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,dropperClass,,,"""inet::queueing::PacketAtCollectionEndDropper""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,comparatorClass,,,"""""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,bufferModule,,,"""""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,typename,,,"""inet.linklayer.ppp.Ppp""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,displayStringTextFormat,,,"""rate: %b\nsent: %s, rcvd: %r\nqueue: %q, drop: %d""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,sendRawBytes,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,mtu,,,4470B,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,mtu,unit,B,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,stopOperationExtraTime,,,-1s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,stopOperationExtraTime,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,stopOperationTimeout,,,2s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,stopOperationTimeout,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0],typename,,,"""inet.linklayer.ppp.PppInterface""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0],displayStringTextFormat,,,"""%a (%i)\n%m""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0],recordPcap,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0],numPcapRecorders,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0],interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].phys$i.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp.phys$o.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp.upperLayerOut.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].upperLayerIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].queue,typename,,,"""inet.queueing.queue.DropTailQueue""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].queue,displayStringTextFormat,,,"""contains %p pk (%l) pushed %u\npulled %o removed %r dropped %d""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].queue,packetCapacity,,,10000,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].queue,dataCapacity,,,-1b,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].queue,dataCapacity,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].queue,dropperClass,,,"""inet::queueing::PacketAtCollectionEndDropper""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].queue,comparatorClass,,,"""""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].queue,bufferModule,,,"""""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,typename,,,"""inet.linklayer.ppp.Ppp""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,displayStringTextFormat,,,"""rate: %b\nsent: %s, rcvd: %r\nqueue: %q, drop: %d""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,sendRawBytes,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,mtu,,,4470B,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,mtu,unit,B,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,stopOperationExtraTime,,,-1s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,stopOperationExtraTime,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,stopOperationTimeout,,,2s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1].ppp,stopOperationTimeout,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1],typename,,,"""inet.linklayer.ppp.PppInterface""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1],displayStringTextFormat,,,"""%a (%i)\n%m""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1],recordPcap,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1],numPcapRecorders,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[1],interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.phys$i.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp.phys$o.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp.upperLayerOut.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.upperLayerIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.queue,typename,,,"""inet.queueing.queue.DropTailQueue""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.queue,displayStringTextFormat,,,"""contains %p pk (%l) pushed %u\npulled %o removed %r dropped %d""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.queue,packetCapacity,,,10000,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.queue,dataCapacity,,,-1b,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.queue,dataCapacity,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.queue,dropperClass,,,"""inet::queueing::PacketAtCollectionEndDropper""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.queue,comparatorClass,,,"""""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.queue,bufferModule,,,"""""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,typename,,,"""inet.linklayer.ppp.Ppp""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,displayStringTextFormat,,,"""rate: %b\nsent: %s, rcvd: %r\nqueue: %q, drop: %d""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,sendRawBytes,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,mtu,,,4470B,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,mtu,unit,B,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,stopOperationExtraTime,,,-1s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,stopOperationExtraTime,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,stopOperationTimeout,,,2s,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf.ppp,stopOperationTimeout,unit,s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf,typename,,,"""inet.linklayer.ppp.PppInterface""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf,displayStringTextFormat,,,"""%a (%i)\n%m""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf,recordPcap,,,false,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf,numPcapRecorders,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppMEHostIf,interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.transportIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.up.out[0].channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.lp.out[2].channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.ifIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.configurator,typename,,,"""inet.networklayer.configurator.ipv4.Ipv4NodeConfigurator""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.configurator,interfaceTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.interfaceTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.configurator,routingTableModule,,,"""MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.routingTable""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.configurator,networkConfiguratorModule,,,"""configurator""",,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,param,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.ipv4.configurator,configureRoutingTable,,,true,,,,,,,,,,
